"X";"electricity..high.voltage...DE..electricity.production..deep.geothermal";"electricity..high.voltage...DE..electricity.production..hard.coal";"electricity..high.voltage...DE..electricity.production..hydro..pumped.storage";"electricity..high.voltage...DE..electricity.production..hydro..run.of.river";"electricity..high.voltage...DE..electricity.production..lignite";"electricity..high.voltage...DE..electricity.production..natural.gas..combined.cycle.power.plant";"electricity..high.voltage...DE..electricity.production..natural.gas..conventional.power.plant";"electricity..high.voltage...DE..electricity.production..nuclear..pressure.water.reactor";"electricity..high.voltage...DE..electricity.production..oil";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..multi.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..single.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..570kWp.open.ground.installation..multi.Si";"electricity..high.voltage...DE..electricity.production..wind...1MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind...3MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..offshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..onshore";"electricity..high.voltage...DE..heat.and.power.co.generation..biogas..gas.engine"
"10716";"heat, for reuse in municipal waste incineration only//[KR] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10717";"heat, for reuse in municipal waste incineration only//[LU] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10718";"electricity, for reuse in municipal waste incineration only//[LU] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10719";"heat, for reuse in municipal waste incineration only//[NL] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10720";"electricity, for reuse in municipal waste incineration only//[NL] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10721";"electricity, for reuse in municipal waste incineration only//[NO] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10722";"heat, for reuse in municipal waste incineration only//[NO] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10723";"heat, for reuse in municipal waste incineration only//[PL] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10724";"electricity, for reuse in municipal waste incineration only//[PL] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10725";"electricity, for reuse in municipal waste incineration only//[PT] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10726";"heat, for reuse in municipal waste incineration only//[PT] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10727";"electricity, for reuse in municipal waste incineration only//[RU] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10728";"heat, for reuse in municipal waste incineration only//[RU] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10729";"heat, for reuse in municipal waste incineration only//[SE] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10730";"electricity, for reuse in municipal waste incineration only//[SE] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10731";"electricity, for reuse in municipal waste incineration only//[SK] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10732";"heat, for reuse in municipal waste incineration only//[SK] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10733";"heat, for reuse in municipal waste incineration only//[TR] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10734";"electricity, for reuse in municipal waste incineration only//[TR] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10735";"heat, for reuse in municipal waste incineration only//[TW] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10736";"electricity, for reuse in municipal waste incineration only//[TW] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10737";"zinc concentrate//[CH] treatment of municipal solid waste, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10738";"electricity, for reuse in municipal waste incineration only//[CH] treatment of municipal solid waste, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10739";"heat, for reuse in municipal waste incineration only//[CH] treatment of municipal solid waste, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10740";"sulfuric acid//[GLO] treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10741";"manganese//[GLO] treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10742";"copper, from solvent-extraction electro-winning//[GLO] treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10743";"copper//[GLO] treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10744";"zinc concentrate//[CH] treatment of raw sewage sludge, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10745";"electricity, for reuse in municipal waste incineration only//[CH] treatment of raw sewage sludge, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10746";"heat, for reuse in municipal waste incineration only//[CH] treatment of raw sewage sludge, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10747";"electricity, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10748";"heat, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10749";"zinc concentrate//[CH] treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10750";"electricity, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, desktop computer, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10751";"heat, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, desktop computer, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10752";"zinc concentrate//[CH] treatment of residue from mechanical treatment, desktop computer, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10753";"heat, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, industrial device, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10754";"electricity, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, industrial device, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10755";"zinc concentrate//[CH] treatment of residue from mechanical treatment, industrial device, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10756";"electricity, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, IT accessory, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10757";"heat, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, IT accessory, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10758";"zinc concentrate//[CH] treatment of residue from mechanical treatment, IT accessory, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10759";"heat, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, laptop computer, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10760";"electricity, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, laptop computer, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10761";"zinc concentrate//[CH] treatment of residue from mechanical treatment, laptop computer, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10762";"zinc concentrate//[CH] treatment of residue from mechanical treatment, laser printer, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10763";"electricity, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, laser printer, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10764";"heat, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, laser printer, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10765";"electricity, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, liquid crystal display, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10766";"heat, for reuse in municipal waste incineration only//[CH] treatment of residue from mechanical treatment, liquid crystal display, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10767";"zinc concentrate//[CH] treatment of residue from mechanical treatment, liquid crystal display, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10768";"electricity, for reuse in municipal waste incineration only//[CH] treatment of residue from shredder fraction from manual dismantling, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10769";"heat, for reuse in municipal waste incineration only//[CH] treatment of residue from shredder fraction from manual dismantling, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10770";"zinc concentrate//[CH] treatment of residue from shredder fraction from manual dismantling, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10771";"zinc concentrate//[CH] treatment of scrap tin sheet, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10772";"biogas//[CH] treatment of sewage sludge by anaerobic digestion";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10773";"electricity, for reuse in municipal waste incineration only//[CH] treatment of spent anion exchange resin from potable water production, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10774";"zinc concentrate//[CH] treatment of spent anion exchange resin from potable water production, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10775";"heat, for reuse in municipal waste incineration only//[CH] treatment of spent anion exchange resin from potable water production, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10776";"zinc concentrate//[CH] treatment of spent cation exchange resin from potable water production, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10777";"heat, for reuse in municipal waste incineration only//[CH] treatment of spent cation exchange resin from potable water production, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10778";"triethylene glycol//[RER] treatment of spent sawing slurry from Si-wafer cutting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10779";"silicon carbide//[RER] treatment of spent sawing slurry from Si-wafer cutting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10780";"zinc concentrate//[CH] treatment of steel in car shredder residue, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10781";"copper//[GLO] treatment of used cable";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10782";"mercury//[GLO] treatment of used fluorescent lamp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10783";"cobalt//[GLO] treatment of used Li-ion battery, hydrometallurgical treatment";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10784";"lithium carbonate//[GLO] treatment of used Li-ion battery, hydrometallurgical treatment";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10785";"manganese dioxide//[GLO] treatment of used Li-ion battery, pyrometallurgical treatment";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10786";"cobalt//[GLO] treatment of used Li-ion battery, pyrometallurgical treatment";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10787";"refrigerant R134a//[GLO] treatment of used refrigerant R134a, reclamation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10788";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste bitumen sheet, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10789";"zinc concentrate//[CH] treatment of waste bitumen sheet, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10790";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste bitumen sheet, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10791";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste building wood, chrome preserved, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10792";"zinc concentrate//[CH] treatment of waste building wood, chrome preserved, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10793";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste building wood, chrome preserved, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10794";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste cement-fibre slab, dismantled, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10795";"zinc concentrate//[CH] treatment of waste cement-fibre slab, dismantled, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10796";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste cement-fibre slab, dismantled, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10797";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste emulsion paint, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10798";"zinc concentrate//[CH] treatment of waste emulsion paint, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10799";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste emulsion paint, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10800";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste expanded polystyrene, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10801";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste expanded polystyrene, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10802";"zinc concentrate//[CH] treatment of waste expanded polystyrene, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10803";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste glass, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10804";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste graphical paper, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10805";"zinc concentrate//[CH] treatment of waste graphical paper, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10806";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste graphical paper, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10807";"zinc concentrate//[CH] treatment of waste paint, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10808";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste paint, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10809";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste paint, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10810";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste paperboard, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10811";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste paperboard, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10812";"zinc concentrate//[CH] treatment of waste paperboard, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10813";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste plastic, consumer electronics, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10814";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste plastic, consumer electronics, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10815";"zinc concentrate//[CH] treatment of waste plastic, consumer electronics, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10816";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste plastic, industrial electronics, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10817";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste plastic, industrial electronics, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10818";"zinc concentrate//[CH] treatment of waste plastic, industrial electronics, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10819";"zinc concentrate//[CH] treatment of waste plastic, mixture, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10820";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste plastic, mixture, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10821";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste plastic, mixture, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10822";"zinc concentrate//[CH] treatment of waste polyethylene terephtalate, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10823";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste polyethylene terephtalate, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10824";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste polyethylene terephtalate, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10825";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste polyethylene, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10826";"zinc concentrate//[CH] treatment of waste polyethylene, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10827";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste polyethylene, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10828";"zinc concentrate//[CH] treatment of waste polypropylene, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10829";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste polypropylene, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10830";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste polypropylene, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10831";"electricity, for reuse in municipal waste incineration only//[CH] treatment of waste polystyrene, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10832";"heat, for reuse in municipal waste incineration only//[CH] treatment of waste polystyrene, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
