"X";"electricity..high.voltage...DE..electricity.production..deep.geothermal";"electricity..high.voltage...DE..electricity.production..hard.coal";"electricity..high.voltage...DE..electricity.production..hydro..pumped.storage";"electricity..high.voltage...DE..electricity.production..hydro..run.of.river";"electricity..high.voltage...DE..electricity.production..lignite";"electricity..high.voltage...DE..electricity.production..natural.gas..combined.cycle.power.plant";"electricity..high.voltage...DE..electricity.production..natural.gas..conventional.power.plant";"electricity..high.voltage...DE..electricity.production..nuclear..pressure.water.reactor";"electricity..high.voltage...DE..electricity.production..oil";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..multi.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..single.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..570kWp.open.ground.installation..multi.Si";"electricity..high.voltage...DE..electricity.production..wind...1MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind...3MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..offshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..onshore";"electricity..high.voltage...DE..heat.and.power.co.generation..biogas..gas.engine"
"6565";"paper, newsprint//[Europe without Switzerland] paper production, newsprint, recycled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6566";"paper, newsprint//[CA-QC] paper production, newsprint, virgin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6567";"paper, newsprint//[RER] paper production, newsprint, virgin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6568";"paper, woodcontaining, lightweight coated//[CA-QC] paper production, woodcontaining, lightweight coated";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6569";"paper, woodcontaining, lightweight coated//[RER] paper production, woodcontaining, lightweight coated";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6570";"paper, woodcontaining, supercalendred//[CA-QC] paper production, woodcontaining, supercalendred";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6571";"paper, woodcontaining, supercalendred//[RER] paper production, woodcontaining, supercalendred";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6572";"paper, woodfree, coated//[RER] paper production, woodfree, coated, at integrated mill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6573";"paper, woodfree, coated//[RER] paper production, woodfree, coated, at non-integrated mill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6574";"paper, woodfree, uncoated//[CA-QC] paper production, woodfree, uncoated, 100% recycled content, at non-integrated mill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6575";"paper, woodfree, uncoated//[CA-QC] paper production, woodfree, uncoated, 30% recycled content, at integrated mill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6576";"paper, woodfree, uncoated//[CA-QC] paper production, woodfree, uncoated, 50% recycled content, at non-integrated mill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6577";"paper, woodfree, uncoated//[CA-QC] paper production, woodfree, uncoated, at integrated mill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6578";"paper, woodfree, uncoated//[RER] paper production, woodfree, uncoated, at integrated mill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6579";"paper, woodfree, uncoated//[RER] paper production, woodfree, uncoated, at non-integrated mill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6580";"paraffin//[RER] paraffin production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6581";"para-phenylene diamine//[GLO] para-phenylene diamine production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6582";"paris market carrot//[GLO] paris market carrot production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6583";"particle board, cement bonded//[RER] particle board production, cement bonded";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6584";"particle board, for indoor use//[BR] particle board production, for indoor use, from virgin wood";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6585";"passenger car, diesel//[GLO] passenger car production, diesel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6586";"passenger car, electric, without battery//[GLO] passenger car production, electric, without battery";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6587";"passenger car, petrol/natural gas//[GLO] passenger car production, petrol/natural gas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6588";"p-chlorophenol//[RER] p-chlorophenol production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6589";"pea seed, for sowing//[CH] pea seed production, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6590";"pea seed, organic, for sowing//[CH] pea seed production, organic, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6591";"pear//[GLO] pear production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6592";"peat moss//[CA-QC] peat moss production, horticultural use";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6593";"peat//[NORDEL] peat production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6594";"pendimethalin//[RER] pendimethalin production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6595";"pentane//[GLO] pentane extraction, from natural gas liquids";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6596";"pentane//[RER] pentane production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6597";"perfluoropentane//[GLO] perfluoropentane production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6598";"perlite//[DE] perlite quarry operation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6599";"permanent magnet, for electric motor//[GLO] permanent magnet production, for electric motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6600";"pesticide, unspecified//[RER] pesticide production, unspecified";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6601";"petrol, two-stroke blend//[CH] petrol blending for two-stroke engines";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6602";"petrol, two-stroke blend//[Europe without Switzerland] petrol blending for two-stroke engines";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6603";"petrol, 15% ETBE additive by volume, with ethanol from biomass//[RER] petrol production, 15% ETBE additive by volume, with ethanol from biomass";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6604";"petrol, 4% ETBE additive by volume, with ethanol from biomass//[RER] petrol production, 4% ETBE additive by volume, with ethanol from biomass";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6605";"petrol, 5% ethanol by volume from biomass//[CH] petrol production, 5% ethanol by volume from biomass";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6606";"petrol, 85% ethanol by volume from biomass//[CH] petrol production, 85% ethanol by volume from biomass";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6607";"petrol, low-sulfur//[CH] petrol production, low-sulfur";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6608";"petrol, low-sulfur//[Europe without Switzerland] petrol production, low-sulfur";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6609";"petrol, low-sulfur//[CH] petrol, low-sulfur, import from Europe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6610";"coke//[GLO] petroleum coke to generic market for coke";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6611";"petroleum combustion, in drilling tests//[GLO] petroleum combustion, in drilling tests";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6612";"petroleum//[RAF] petroleum production, onshore";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6613";"petroleum//[RME] petroleum production, onshore";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6614";"petroleum//[RU] petroleum production, onshore";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6615";"petroleum refinery//[RER] petroleum refinery construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6616";"phenol//[RER] phenol production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6617";"phenolic resin//[RER] phenolic resin production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6618";"phenoxy-compound//[RER] phenoxy-compound production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6619";"phenyl acetic acid//[RER] phenyl acetic acid production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6620";"phenyl isocyanate//[RER] phenyl isocyanate production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6621";"phosgene, liquid//[RER] phosgene production, liquid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6622";"phosphane//[GLO] phosphane production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6623";"phosphate rock, as P2O5, beneficiated, dry//[MA] phosphate rock beneficiation, dry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6624";"phosphate rock, as P2O5, beneficiated, wet//[US] phosphate rock beneficiation, wet";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6625";"phosphoric acid factory, fertiliser grade//[US] phosphoric acid factory construction, fertiliser grade";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6626";"phosphorous chloride//[RER] phosphorous chloride production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6627";"phosphorus pentachloride//[CN] phosphorus pentachloride production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6628";"phosphorus, white, liquid//[RER] phosphorus production, white, liquid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6629";"phosphoryl chloride//[RER] phosphoryl chloride production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6630";"photovoltaic cell factory//[DE] photovoltaic cell factory construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6631";"photovoltaic cell, multi-Si wafer//[RER] photovoltaic cell production, multi-Si wafer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6632";"photovoltaic cell, ribbon-Si//[RER] photovoltaic cell production, ribbon-Si";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6633";"photovoltaic cell, single-Si wafer//[RER] photovoltaic cell production, single-Si wafer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6634";"photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building//[CH] photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6635";"photovoltaic facade installation, 3kWp, multi-Si, panel, mounted, at building//[CH] photovoltaic facade installation, 3kWp, multi-Si, panel, mounted, at building";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6636";"photovoltaic facade installation, 3kWp, single-Si, laminated, integrated, at building//[CH] photovoltaic facade installation, 3kWp, single-Si, laminated, integrated, at building";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6637";"photovoltaic facade installation, 3kWp, single-Si, panel, mounted, at building//[CH] photovoltaic facade installation, 3kWp, single-Si, panel, mounted, at building";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6638";"photovoltaic flat-roof installation, 3kWp, multi-Si, on roof//[CH] photovoltaic flat-roof installation, 3kWp, multi-Si, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6639";"photovoltaic flat-roof installation, 3kWp, single-Si, on roof//[CH] photovoltaic flat-roof installation, 3kWp, single-Si, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6640";"photovoltaic laminate, a-Si//[US] photovoltaic laminate production, a-Si";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6641";"photovoltaic laminate, CdTe//[DE] photovoltaic laminate production, CdTe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6642";"photovoltaic laminate, CdTe//[US] photovoltaic laminate production, CdTe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6643";"photovoltaic laminate, CIS//[DE] photovoltaic laminate production, CIS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6644";"photovoltaic laminate, multi-Si wafer//[RER] photovoltaic laminate production, multi-Si wafer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6645";"photovoltaic laminate, ribbon-Si//[RER] photovoltaic laminate production, ribbon-Si";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6646";"photovoltaic laminate, single-Si wafer//[RER] photovoltaic laminate production, single-Si wafer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6647";"photovoltaic module, building-integrated, for facade installation//[RER] photovoltaic module production, building-integrated, for facade installation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6648";"photovoltaic module, building-integrated, for slanted-roof installation//[RER] photovoltaic module production, building-integrated, for slanted-roof installation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6649";"photovoltaic mounting system, for 570kWp open ground module//[GLO] photovoltaic mounting system production, for 570kWp open ground module";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6650";"photovoltaic mounting system, for facade installation//[RER] photovoltaic mounting system production, for facade installation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6651";"photovoltaic mounting system, for flat-roof installation//[RER] photovoltaic mounting system production, for flat-roof installation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6652";"photovoltaic mounting system, for slanted-roof installation//[RER] photovoltaic mounting system production, for slanted-roof installation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6653";"photovoltaic panel factory//[GLO] photovoltaic panel factory construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6654";"photovoltaic panel, a-Si//[US] photovoltaic panel production, a-Si";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6655";"photovoltaic panel, CIS//[DE] photovoltaic panel production, CIS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6656";"photovoltaic panel, multi-Si wafer//[RER] photovoltaic panel production, multi-Si wafer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6657";"photovoltaic panel, ribbon-Si//[RER] photovoltaic panel production, ribbon-Si";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6658";"photovoltaic panel, single-Si wafer//[RER] photovoltaic panel production, single-Si wafer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6659";"photovoltaic plant, 570kWp, multi-Si, on open ground//[GLO] photovoltaic plant construction, 570kWp, multi-Si, on open ground";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6660";"photovoltaic slanted-roof installation, 3kWp, a-Si, laminated, integrated, on roof//[CH] photovoltaic slanted-roof installation, 3kWp, a-Si, laminated, integrated, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6661";"photovoltaic slanted-roof installation, 3kWp, a-Si, panel, mounted, on roof//[CH] photovoltaic slanted-roof installation, 3kWp, a-Si, panel, mounted, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6662";"photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof//[CH] photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6663";"photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof//[CH] photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6664";"photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof//[CH] photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6665";"photovoltaic slanted-roof installation, 3kWp, multi-Si, panel, mounted, on roof//[CH] photovoltaic slanted-roof installation, 3kWp, multi-Si, panel, mounted, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6666";"photovoltaic slanted-roof installation, 3kWp, ribbon-Si, laminated, integrated, on roof//[CH] photovoltaic slanted-roof installation, 3kWp, ribbon-Si, laminated, integrated, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6667";"photovoltaic slanted-roof installation, 3kWp, ribbon-Si, panel, mounted, on roof//[CH] photovoltaic slanted-roof installation, 3kWp, ribbon-Si, panel, mounted, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6668";"photovoltaic slanted-roof installation, 3kWp, single-Si, laminated, integrated, on roof//[CH] photovoltaic slanted-roof installation, 3kWp, single-Si, laminated, integrated, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6669";"photovoltaic slanted-roof installation, 3kWp, single-Si, panel, mounted, on roof//[CH] photovoltaic slanted-roof installation, 3kWp, single-Si, panel, mounted, on roof";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6670";"photovoltaic plant, electric installation for 3kWp module//[CH] photovoltaics, electric installation for 3kWp module, at building";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6671";"photovoltaic plant, electric installation for 570kWp open ground module//[GLO] photovoltaics, electric installation for 570kWp module, open ground";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6672";"phthalic anhydride//[RER] phthalic anhydride production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6673";"phthalimide//[RER] phthalimide production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6674";"phthalimide-compound//[RER] phthalimide-compound production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6675";"pig iron//[GLO] pig iron production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6676";"pineapple//[GLO] pineapple production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6677";"pipeline, liquid manure//[CH] pipeline construction, liquid manure";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6678";"pipeline, natural gas, high pressure distribution network//[CH] pipeline construction, natural gas, high pressure distribution network";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6679";"pipeline, natural gas, high pressure distribution network//[Europe without Switzerland] pipeline construction, natural gas, high pressure distribution network";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6680";"pipeline, natural gas, long distance, high capacity, offshore//[GLO] pipeline construction, natural gas, long distance, high capacity, offshore";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6681";"pipeline, natural gas, long distance, high capacity, onshore//[GLO] pipeline construction, natural gas, long distance, high capacity, onshore";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6682";"pipeline, natural gas, long distance, low capacity, onshore//[GLO] pipeline construction, natural gas, long distance, low capacity, onshore";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6683";"pipeline, natural gas, low pressure distribution network//[CH] pipeline construction, natural gas, low pressure distribution network";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6684";"pipeline, petroleum, offshore//[GLO] pipeline construction, petroleum, offshore";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6685";"pipeline, petroleum//[RER] pipeline construction, petroleum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6686";"piperidine//[RER] piperidine production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6687";"pitch despergents, in paper production//[RER] pitch despergents production, in paper production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6688";"planing mill//[RER] planing mill production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6689";"planning, cogen unit mini CHP plant//[CH] planning, cogen unit mini CHP plant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6690";"planning, heat and power co-generation unit, 160kW electrical//[RER] planning, heat and power co-generation unit, 160kW electrical";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6691";"planting//[CH] planting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6692";"plaster mixing//[CA-QC] plaster mixing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6693";"plaster mixing//[CH] plaster mixing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6694";"plastic processing factory//[RER] plastic processing factory construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6695";"plasticiser, for concrete, based on sulfonated melamine formaldehyde//[GLO] plasticiser production, for concrete, based on sulfonated melamine formaldehyde";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6696";"precious metal for jewellery//[GLO] platinum to generic market for precious metal for jewellery";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6697";"plug, inlet and outlet, for computer cable//[GLO] plug production, inlet and outlet, for computer cable";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6698";"plug, inlet and outlet, for network cable//[GLO] plug production, inlet and outlet, for network cable";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6699";"plug, inlet and outlet, for printer cable//[GLO] plug production, inlet and outlet, for printer cable";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6700";"p-nitrophenol//[RER] p-nitrophenol production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6701";"p-nitrotoluene//[RER] p-nitrotoluene production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6702";"pointing device, optical mouse, with cable//[GLO] pointing device production, optical mouse, with cable";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6703";"polar fleece production, energy use only//[CA-QC] polar fleece production, energy use only";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6704";"polar fleece production, energy use only//[RER] polar fleece production, energy use only";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6705";"polarizer, liquid crystals and colour filters, for liquid crystal display//[GLO] polarizer, liquid crystals and colour filters production, for liquid crystal display";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6706";"polyacrylamide//[GLO] polyacrylamide production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6707";"polybutadiene//[RER] polybutadiene production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6708";"polycarbonate//[RER] polycarbonate production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6709";"polycarboxylates, 40% active substance//[RER] polycarboxylates production, 40% active substance";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6710";"polyester resin, unsaturated//[RER] polyester resin production, unsaturated";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6711";"polyester-complexed starch biopolymer//[RER] polyester-complexed starch biopolymer production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6712";"polyethylene pipe, corrugated, DN 75//[RER] polyethylene pipe production, corrugated, DN 75";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6713";"polyethylene pipe, DN 200, SDR 41//[RER] polyethylene pipe production, DN 200, SDR 41";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6714";"polyethylene, high density, granulate//[RER] polyethylene production, high density, granulate";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6715";"polyethylene, linear low density, granulate//[RER] polyethylene production, linear low density, granulate";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6716";"polyethylene, low density, granulate//[RER] polyethylene production, low density, granulate";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6717";"polyethylene terephthalate, granulate, amorphous//[CA-QC] polyethylene terephthalate production, granulate, amorphous";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6718";"polyethylene terephthalate, granulate, amorphous//[RER] polyethylene terephthalate production, granulate, amorphous";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6719";"polyethylene terephthalate, granulate, bottle grade//[CA-QC] polyethylene terephthalate production, granulate, bottle grade";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6720";"polyethylene terephthalate, granulate, bottle grade//[RER] polyethylene terephthalate production, granulate, bottle grade";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6721";"polylactide, granulate//[GLO] polylactide production, granulate";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6722";"polymer foaming//[CA-QC] polymer foaming";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6723";"polymer foaming//[RER] polymer foaming";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6724";"polymethyl methacrylate, beads//[RER] polymethyl methacrylate production, beads";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6725";"polymethyl methacrylate, sheet//[RER] polymethyl methacrylate production, sheet";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6726";"polyol//[RER] polyol production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6727";"polyphenylene sulfide//[GLO] polyphenylene sulfide production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6728";"polypropylene, granulate//[RER] polypropylene production, granulate";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6729";"polystyrene foam slab for perimeter insulation//[CH] polystyrene foam slab for perimeter insulation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6730";"polystyrene foam slab, 10% recycled//[CH] polystyrene foam slab production, 10% recycled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6731";"polystyrene foam slab//[CH] polystyrene foam slab production, 100% recycled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6732";"polystyrene foam slab//[CH] polystyrene foam slab production, 45% recycled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6733";"polystyrene foam slab//[RER] polystyrene foam slab production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6734";"polystyrene foam slab with graphite, 6% recycled//[CH] polystyrene foam slab with graphite, 6% recycled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6735";"polystyrene, expandable//[RER] polystyrene production, expandable";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6736";"polystyrene, extruded//[CA-QC] polystyrene production, extruded, CO2 blown";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6737";"polystyrene, extruded//[RER] polystyrene production, extruded, CO2 blown";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6738";"polystyrene, extruded//[CA-QC] polystyrene production, extruded, HFC-134a blown";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6739";"polystyrene, extruded//[RER] polystyrene production, extruded, HFC-134a blown";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6740";"polystyrene, extruded//[RER] polystyrene production, extruded, HFC-152a blown";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6741";"polystyrene, general purpose//[RER] polystyrene production, general purpose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
